status_id,status_data,status_createdAt,status_timestamp,status_Latitude,status_Longitude,isReplytoStat,isReplytoScName,isReplytoUser,user_id,user_name,user_screenName,user_followers,user_followings,listed_in,user_statuses,account_createdAt,reputation,age,age_str
419103391600488450,These groups have joined forces in the #bleedingdisorders community to advance #hemophilia research: http://t.co/5blIDLpeaH,Fri Jan 03 13:50:09 +0000 2014,1388757009.0,40.730599,-73.986581,,,,39823988,Nat Hemophilia Fnd,NHF_Hemophilia,2816,825,94,10070,Wed May 13 20:18:00 +0000 2009,29.95744680851064,146536329.0,1696 day 0 hour 32 minutes 9 seconds
420560487034933248,"Personally Paced Zumba, good exercise for #hemophilia and #bleedingdisorders @NHF_Hemophilia: http://t.co/3ourRXcLPp",Tue Jan 07 14:20:08 +0000 2014,1389104408.0,38.667895,-78.7878,,,,373558493,CaringVoiceCoalition,CVCinc,981,1075,30,3768,Wed Sep 14 20:01:59 +0000 2011,32.7,73099089.0,846 day 1 hour 18 minutes 9 seconds
421373138408964096,Advice for preparing for life after high school for those w/ #bleedingdisorders: http://t.co/lRgTTRwe3n #hemophilia,Thu Jan 09 20:09:19 +0000 2014,1389298159.0,40.730599,-73.986581,,,,39823988,Nat Hemophilia Fnd,NHF_Hemophilia,2816,825,94,10070,Wed May 13 20:18:00 +0000 2009,29.95744680851064,147077479.0,1702 day 6 hour 51 minutes 19 seconds
423135031293272065,Have you gotten a #flushot? This &amp; other #vaccines are recommended for people w/ #bleedingdisorders: http://t.co/jtdVXi3Wow #hemophilia,Tue Jan 14 16:50:27 +0000 2014,1389718227.0,40.730599,-73.986581,,,,39823988,Nat Hemophilia Fnd,NHF_Hemophilia,2816,825,94,10070,Wed May 13 20:18:00 +0000 2009,29.95744680851064,147497547.0,1707 day 3 hour 32 minutes 27 seconds
418791330710429696,WEBLEED EVENTS--&gt;#NEWYORK @pjlynch's Believe Digi hosts POWERING THROUGH event 1/13/14 http://t.co/0XpNJvjQK5 #hemophilia #bleedingdisorders,Thu Jan 02 17:10:08 +0000 2014,1388682608.0,,,,,,1499013888,We Bleed,WeBleedOnline,220,174,8,771,Mon Jun 10 18:44:21 +0000 2013,27.5,18853566.0,218 day 5 hour 6 minutes 6 seconds
420599527289012224,Thinking about starting prophylaxis treatment? Read this HemAware article first. http://t.co/on5Wpba7sY #bleedingdisorders #hemophilia,Tue Jan 07 16:55:16 +0000 2014,1389113716.0,40.730599,-73.986581,,,,39823988,Nat Hemophilia Fnd,NHF_Hemophilia,2816,825,94,10070,Wed May 13 20:18:00 +0000 2009,29.95744680851064,147497547.0,1707 day 3 hour 32 minutes 27 seconds
418881928121421824,#Hemophilia #genetherapy trials start delivering the goods: http://t.co/wC6yka9QBy #bleedingdisorders,Thu Jan 02 23:10:08 +0000 2014,1388704208.0,40.730599,-73.986581,,,,39823988,Nat Hemophilia Fnd,NHF_Hemophilia,2816,825,94,10070,Wed May 13 20:18:00 +0000 2009,29.95744680851064,147497547.0,1707 day 3 hour 32 minutes 27 seconds
423137904517713920,Building Your Own Wellness Program | HemAware http://t.co/9OkajfqEMD #BleedingDisorders #Health,Tue Jan 14 17:01:52 +0000 2014,1389718912.0,,,,,,1012396646,Foundation Hope&Life,fhlusa,224,252,4,2497,Sat Dec 15 02:43:18 +0000 2012,56.0,34204714.0,395 day 21 hour 18 minutes 34 seconds
421293434171715584,Colorado legislative session starts TODAY! FF @cohemo for legislative updates that affect our community. #bleedingdisorders #copolitics,Thu Jan 09 14:52:36 +0000 2014,1389279156.0,38.67294,-104.702767,,,,228865533,NHF Colorado,cohemo,592,580,26,1650,Mon Dec 20 22:10:12 +0000 2010,22.76923076923077,96861100.0,1121 day 1 hour 51 minutes 40 seconds
422784814669135873,RT @NHF_Hemophilia: Planning a trip with your #kids soon? Read this first: http://t.co/Eq1KPxglI4 #travel #bleedingdisorders,Mon Jan 13 17:38:49 +0000 2014,1389634729.0,,,,,,115405524,JOANNA  ,charitybegin1,732,1079,18,50201,Thu Feb 18 15:15:04 +0000 2010,40.666666666666664,123238008.0,1426 day 8 hour 46 minutes 48 seconds
421709195184836608,NYC #hemophilia community. Only 10 tix left. FREE. RSVP now if you'd like to attend! #bleedingdisorders http://t.co/9mDoCsTzVU,Fri Jan 10 18:24:41 +0000 2014,1389378281.0,40.730599,-73.986581,,,,109017479,Patrick James Lynch,pjlynch,2929,401,174,11528,Wed Jan 27 18:22:57 +0000 2010,16.833333333333332,125127535.0,1448 day 5 hour 38 minutes 55 seconds
418781471160020992,WEBLEED REPORT--&gt; FSU Coach Announces Record Donation 2 Fight Rare #BloodDisorder http://t.co/dGIdQhXxez #bleedingdisorders @Kidz1stFund,Thu Jan 02 16:30:57 +0000 2014,1388680257.0,,,,,,1499013888,We Bleed,WeBleedOnline,220,174,8,771,Mon Jun 10 18:44:21 +0000 2013,27.5,18854251.0,218 day 5 hour 17 minutes 31 seconds
419169530816913408,RT @WeBleedOnline: WEBLEED EVENTS--&gt;#NEWYORK @pjlynch's Believe Digi hosts POWERING THROUGH event 1/13/14 http://t.co/0XpNJvjQK5 #hemophili…,Fri Jan 03 18:12:58 +0000 2014,1388772778.0,41.875621,-87.624371,,,,338410868,CBDC,CompBleed,690,730,20,3770,Tue Jul 19 14:59:41 +0000 2011,34.5,78656531.0,910 day 9 hour 2 minutes 11 seconds
420907147635851264,@MakeAWish Today MAKE A WISH will meet Scarlett&amp; start her wish process Please Share http://t.co/mpWZmXSdYt #bleedingdisorders #raredisease,Wed Jan 08 13:17:38 +0000 2014,1389187058.0,,,,MakeAWish,61903300,174336230,Kari Peepe,kpeepe,121,341,3,618,Tue Aug 03 17:50:27 +0000 2010,40.333333333333336,108886285.0,1260 day 6 hour 11 minutes 25 seconds
422803805466419200,WEBLEED REPORT--&gt;Leech Saliva Medically Helps With Anti-coagulation. http://t.co/8r8UaXjxgu #bleedingdisorders #DVT,Mon Jan 13 18:54:17 +0000 2014,1389639257.0,,,,,,1499013888,We Bleed,WeBleedOnline,220,174,8,771,Mon Jun 10 18:44:21 +0000 2013,27.5,18854251.0,218 day 5 hour 17 minutes 31 seconds
419110891938791424,RT @NHF_Hemophilia: #Hemophilia #genetherapy trials start delivering the goods: http://t.co/wC6yka9QBy #bleedingdisorders,Fri Jan 03 14:19:58 +0000 2014,1388758798.0,30.450746,-91.154551,,,,2227216129,Louisiana Hemophilia,LAHemophilia,53,31,1,88,Mon Dec 02 20:12:54 +0000 2013,53.0,3728938.0,43 day 3 hour 48 minutes 58 seconds
420964134348271616,WEBLEED REPORT --&gt; @610Stompers honor life of boy w/ rare blood disorder http://t.co/JG1NLj5Cnb #bleedingdisorders #NewOrleans,Wed Jan 08 17:04:05 +0000 2014,1389200645.0,,,,,,1499013888,We Bleed,WeBleedOnline,220,174,8,771,Mon Jun 10 18:44:21 +0000 2013,27.5,18854251.0,218 day 5 hour 17 minutes 31 seconds
421665254146179072,Thank you to those who have submitted stories to be published on WeBleed today! http://t.co/ZXHOztQkHH #news #bleedingdisorders,Fri Jan 10 15:30:05 +0000 2014,1389367805.0,,,,,,1499013888,We Bleed,WeBleedOnline,220,174,8,771,Mon Jun 10 18:44:21 +0000 2013,27.5,18854251.0,218 day 5 hour 17 minutes 31 seconds
422857824834949121,RT @NHF_Hemophilia: Join @NHF_Hemophilia on January 15 at 1:00pm eastern for our #HemoChat on #nutrition. #bleedingdisorders #hemophilia,Mon Jan 13 22:28:56 +0000 2014,1389652136.0,40.730599,-73.986581,,,,231559272,Christie VH,ChristieVH,1046,1075,40,6529,Tue Dec 28 21:33:19 +0000 2010,26.15,96172113.0,1113 day 2 hour 28 minutes 33 seconds
